switch,inport,outport,src[eth],src_mac_addr(arp),dst[eth],dst_mac_addr(arp),src[arp],dst[arp],opcode,packet_in_count,Protocol,Pkt loss,rtt (avg),total_time,label,pkt_size
8,1,4294967291,00:9e:85:4a:e8:97,00:f8:82:22:a1:4a,ff:ff:ff:ff:ff:ff,00:84:0d:a1:1b:b9,10.0.0.87,10.0.0.120,1,1395,0,1,98,158247,0,853
1,2,4294967291,00:74:10:6d:a1:70,00:38:48:f9:37:09,ff:ff:ff:ff:ff:ff,00:cd:3e:d1:37:47,10.0.0.90,10.0.0.120,2,1330,0,0,1,267131,0,1406
10,5,4294967291,00:df:c8:43:71:08,00:f4:fa:b5:4c:ff,ff:ff:ff:ff:ff:ff,00:67:19:a3:81:07,10.0.0.26,10.0.0.120,1,1252,2,6,36,295739,0,501
7,8,4294967291,00:4d:6d:17:33:b6,00:40:e0:a1:83:35,ff:ff:ff:ff:ff:ff,00:74:23:c2:46:c4,10.0.0.244,10.0.0.120,1,1732,2,3,30,265738,0,1094
7,6,4294967291,00:26:79:7e:75:65,00:85:83:2b:03:f5,ff:ff:ff:ff:ff:ff,00:60:29:73:f3:92,10.0.0.57,10.0.0.243,1,1307,2,5,33,198186,1,1102
5,2,4294967291,00:75:25:74:22:e7,00:5a:c1:eb:0f:c3,ff:ff:ff:ff:ff:ff,00:44:fd:77:3b:0a,10.0.0.221,10.0.0.120,1,1049,2,3,25,205043,0,1333
5,5,4294967291,00:c7:57:86:c8:00,00:30:c2:81:ff:d9,ff:ff:ff:ff:ff:ff,00:fd:97:0a:f2:5f,10.0.0.41,10.0.0.120,2,1540,1,9,73,292861,0,605
7,4,4294967291,00:c8:82:1b:c5:2c,00:24:39:29:d0:4b,ff:ff:ff:ff:ff:ff,00:b9:54:c0:82:0b,10.0.0.121,10.0.0.120,1,1108,2,1,82,245520,0,1189
8,5,4294967291,00:fb:af:75:29:7d,00:a5:8d:32:8a:87,ff:ff:ff:ff:ff:ff,00:b1:9a:e3:73:73,10.0.0.50,10.0.0.120,2,1312,0,8,44,231574,0,739
10,1,4294967291,00:5b:c5:de:34:79,00:6a:eb:66:68:60,ff:ff:ff:ff:ff:ff,00:fd:02:ce:7b:4b,10.0.0.72,10.0.0.91,2,1210,1,7,10,208416,1,971
8,1,4294967291,00:1b:fd:3b:a3:d5,00:75:42:9d:48:3d,ff:ff:ff:ff:ff:ff,00:9d:da:e3:d1:05,10.0.0.107,10.0.0.120,1,1985,0,4,51,132184,0,726
9,2,4294967291,00:21:c4:83:f3:92,00:1a:57:63:88:35,ff:ff:ff:ff:ff:ff,00:e5:f7:b8:f6:9b,10.0.0.74,10.0.0.120,2,1265,2,8,26,125641,0,583
10,10,4294967291,00:06:7e:3c:2c:a9,00:a5:ab:e3:89:e7,ff:ff:ff:ff:ff:ff,00:d6:10:b3:ce:81,10.0.0.224,10.0.0.120,2,1718,0,1,57,274482,0,794
6,5,4294967291,00:d6:5c:c4:65:48,00:30:bd:f2:cd:57,ff:ff:ff:ff:ff:ff,00:3c:4a:08:3c:22,10.0.0.136,10.0.0.120,1,1184,2,2,17,213047,0,897
3,2,4294967291,00:58:19:ad:c4:81,00:a7:5f:8c:29:96,ff:ff:ff:ff:ff:ff,00:94:46:b7:00:92,10.0.0.140,10.0.0.166,1,1735,0,0,100,109145,1,762
6,8,4294967291,00:f0:f5:ff:ac:41,00:dd:c1:85:1f:ef,ff:ff:ff:ff:ff:ff,00:37:c2:cd:23:04,10.0.0.122,10.0.0.120,2,1605,1,4,73,168461,0,1099
7,2,4294967291,00:e6:43:24:78:36,00:13:0d:ad:4c:e1,ff:ff:ff:ff:ff:ff,00:e7:27:7c:a4:b0,10.0.0.68,10.0.0.120,2,1889,0,6,1,126946,0,1286
7,4,4294967291,00:7f:17:50:2e:25,00:5b:5d:1a:0c:fa,ff:ff:ff:ff:ff:ff,00:9b:88:ac:b3:09,10.0.0.62,10.0.0.120,1,1717,2,0,82,163208,0,781
5,10,4294967291,00:55:68:a6:ec:f8,00:3d:3c:92:d8:4e,ff:ff:ff:ff:ff:ff,00:7a:75:c4:cb:e4,10.0.0.244,10.0.0.120,2,1306,0,9,49,226077,0,713
9,6,4294967291,00:61:82:6e:2e:b2,00:df:3f:38:f0:27,ff:ff:ff:ff:ff:ff,00:53:cb:b9:a5:10,10.0.0.39,10.0.0.91,1,1587,2,7,48,241102,1,1273
1,6,4294967291,00:39:70:6b:26:6e,00:bb:64:bd:e3:ee,ff:ff:ff:ff:ff:ff,00:ec:b3:fd:27:42,10.0.0.165,10.0.0.120,2,1897,1,6,81,130603,0,1297
3,1,4294967291,00:7e:59:84:0e:e0,00:42:04:fd:d7:2a,ff:ff:ff:ff:ff:ff,00:37:b9:b7:74:c8,10.0.0.113,10.0.0.120,1,1193,0,0,7,296660,0,853
2,5,4294967291,00:ce:63:80:69:6a,00:3b:df:88:3c:8b,ff:ff:ff:ff:ff:ff,00:b2:83:1e:16:a6,10.0.0.5,10.0.0.120,2,1479,0,5,81,169346,0,1305
9,1,4294967291,00:80:ca:39:ea:c6,00:74:1d:79:02:cd,ff:ff:ff:ff:ff:ff,00:19:9d:f0:59:d1,10.0.0.68,10.0.0.120,1,1735,1,8,20,144984,0,635
2,2,4294967291,00:f4:ef:b8:1f:60,00:d2:8d:45:bd:b0,ff:ff:ff:ff:ff:ff,00:35:ad:d1:ba:fc,10.0.0.94,10.0.0.24,1,1021,2,5,34,252019,1,830
10,3,4294967291,00:7f:e0:c0:4f:03,00:7b:3a:a9:90:18,ff:ff:ff:ff:ff:ff,00:78:85:a5:48:7c,10.0.0.233,10.0.0.120,1,1346,2,7,68,175752,0,1492
8,7,4294967291,00:fa:9b:e7:a7:a8,00:a2:cf:b3:03:f3,ff:ff:ff:ff:ff:ff,00:4c:76:b0:b9:23,10.0.0.255,10.0.0.120,1,1511,1,2,12,162540,0,1262
4,5,4294967291,00:49:42:14:a1:21,00:55:34:7f:bf:9a,ff:ff:ff:ff:ff:ff,00:09:76:b0:a2:c4,10.0.0.121,10.0.0.120,1,1423,0,3,58,276070,0,1049
4,6,4294967291,00:a8:ee:5a:98:21,00:75:5d:1a:57:49,ff:ff:ff:ff:ff:ff,00:67:fe:2a:07:80,10.0.0.87,10.0.0.120,1,1770,0,10,68,101435,0,532
4,8,4294967291,00:31:77:23:48:98,00:c6:28:fe:30:c9,ff:ff:ff:ff:ff:ff,00:49:fc:79:e7:55,10.0.0.246,10.0.0.97,2,1687,0,8,46,275838,1,671
6,6,4294967291,00:87:d3:f4:11:1e,00:1b:43:a0:27:36,ff:ff:ff:ff:ff:ff,00:d6:d1:a2:6c:f2,10.0.0.157,10.0.0.120,2,1089,1,5,31,168761,0,660
4,10,4294967291,00:5d:4f:b5:e6:04,00:b0:62:45:18:ac,ff:ff:ff:ff:ff:ff,00:d2:d4:a7:62:de,10.0.0.133,10.0.0.120,1,1885,0,2,9,117296,0,959
7,4,4294967291,00:61:3d:d0:ab:e1,00:02:24:58:22:13,ff:ff:ff:ff:ff:ff,00:37:57:36:19:b2,10.0.0.66,10.0.0.120,2,1993,2,5,55,161530,0,886
1,9,4294967291,00:fc:b9:00:a0:4e,00:58:a3:a3:16:8a,ff:ff:ff:ff:ff:ff,00:de:30:87:78:04,10.0.0.57,10.0.0.120,2,1640,0,4,59,263154,0,718
4,6,4294967291,00:1f:2d:38:12:e2,00:ac:d9:8d:08:5b,ff:ff:ff:ff:ff:ff,00:6e:08:8f:9a:f2,10.0.0.113,10.0.0.60,2,1951,2,2,90,118374,1,698
2,7,4294967291,00:ad:06:a2:55:58,00:06:45:70:84:f0,ff:ff:ff:ff:ff:ff,00:07:6c:21:01:53,10.0.0.231,10.0.0.120,1,1336,1,1,83,266811,0,1030
2,2,4294967291,00:5e:1c:62:59:dd,00:9a:29:c2:01:c0,ff:ff:ff:ff:ff:ff,00:11:64:5d:e6:40,10.0.0.154,10.0.0.120,1,1394,2,4,11,253288,0,1388
4,10,4294967291,00:ad:a1:be:7a:cc,00:f5:ab:c5:25:69,ff:ff:ff:ff:ff:ff,00:64:5b:cb:fc:06,10.0.0.34,10.0.0.120,1,1343,1,8,50,112351,0,724
8,1,4294967291,00:f4:2b:c5:c5:96,00:2d:fd:77:3a:d4,ff:ff:ff:ff:ff:ff,00:80:9c:f2:89:89,10.0.0.79,10.0.0.120,2,1468,2,2,9,152296,0,639
6,9,4294967291,00:34:18:91:9b:0f,00:41:77:b6:03:37,ff:ff:ff:ff:ff:ff,00:a3:50:3c:5d:3d,10.0.0.223,10.0.0.212,1,1480,2,7,74,106526,1,774
1,5,4294967291,00:37:a8:d1:b4:96,00:6d:88:c6:83:cc,ff:ff:ff:ff:ff:ff,00:e5:72:75:45:84,10.0.0.42,10.0.0.120,2,1183,1,4,92,218326,0,1018
3,4,4294967291,00:7b:21:57:f8:47,00:15:4e:ea:1d:70,ff:ff:ff:ff:ff:ff,00:79:55:df:e6:d4,10.0.0.186,10.0.0.120,2,1403,2,5,40,218403,0,504
2,6,4294967291,00:4c:82:c1:1b:dd,00:8c:35:a5:83:eb,ff:ff:ff:ff:ff:ff,00:6f:0d:41:db:9a,10.0.0.38,10.0.0.120,2,1296,1,5,87,123517,0,968
3,2,4294967291,00:e8:62:88:f5:00,00:4d:f3:bf:b7:ab,ff:ff:ff:ff:ff:ff,00:96:20:f9:e8:03,10.0.0.26,10.0.0.120,1,1232,0,0,3,157714,0,899
1,7,4294967291,00:fb:b0:b5:98:e0,00:f8:04:80:ea:73,ff:ff:ff:ff:ff:ff,00:12:73:38:7d:ee,10.0.0.45,10.0.0.88,2,1689,1,7,17,109108,1,1278
3,8,4294967291,00:a6:13:f9:94:c9,00:49:df:b6:f4:f6,ff:ff:ff:ff:ff:ff,00:a8:9f:06:59:ed,10.0.0.23,10.0.0.120,2,1172,0,2,53,249227,0,1306
2,6,4294967291,00:7e:a0:8d:2c:b6,00:13:c6:a7:15:de,ff:ff:ff:ff:ff:ff,00:49:93:73:d6:32,10.0.0.107,10.0.0.120,2,1950,2,7,13,161030,0,584
10,6,4294967291,00:0e:d0:70:de:d6,00:71:ea:a7:36:25,ff:ff:ff:ff:ff:ff,00:ff:ab:e9:87:ae,10.0.0.117,10.0.0.120,2,1303,1,10,55,286566,0,725
3,4,4294967291,00:02:2c:75:0e:48,00:d8:a2:79:cc:aa,ff:ff:ff:ff:ff:ff,00:e9:35:f5:c2:af,10.0.0.75,10.0.0.120,2,1684,1,5,11,135739,0,877
8,9,4294967291,00:bd:31:ca:72:3b,00:63:4f:a7:81:7d,ff:ff:ff:ff:ff:ff,00:4d:5a:9a:5f:4d,10.0.0.190,10.0.0.8,2,1599,2,8,52,194750,1,1227
4,3,4294967291,00:09:9a:86:5b:91,00:11:67:b7:97:18,ff:ff:ff:ff:ff:ff,00:39:b4:bf:5a:3f,10.0.0.210,10.0.0.120,1,1857,1,2,12,112644,0,1237
3,2,4294967291,00:66:e3:10:c4:b9,00:ae:f5:82:49:52,ff:ff:ff:ff:ff:ff,00:54:a2:fd:e4:91,10.0.0.33,10.0.0.120,1,1140,2,4,35,172444,0,1335
10,4,4294967291,00:98:a8:5e:33:0e,00:9a:f5:35:6e:f1,ff:ff:ff:ff:ff:ff,00:2f:05:56:22:f3,10.0.0.150,10.0.0.120,2,1657,1,5,24,264001,0,717
5,2,4294967291,00:6e:33:82:09:77,00:01:d2:d2:3c:be,ff:ff:ff:ff:ff:ff,00:1e:a8:36:54:ea,10.0.0.159,10.0.0.120,1,1167,2,8,50,243751,0,764
2,10,4294967291,00:86:5f:22:c9:f3,00:14:1c:dc:0e:ac,ff:ff:ff:ff:ff:ff,00:da:bb:eb:dc:20,10.0.0.68,10.0.0.87,1,1715,2,3,47,215858,1,1136
4,2,4294967291,00:e4:bb:db:1b:e8,00:76:46:05:57:e6,ff:ff:ff:ff:ff:ff,00:ad:c8:78:15:f4,10.0.0.158,10.0.0.120,1,1972,0,3,83,165007,0,1057
7,3,4294967291,00:35:db:32:0b:0d,00:4d:1a:e2:d3:df,ff:ff:ff:ff:ff:ff,00:1a:7a:c7:57:ab,10.0.0.166,10.0.0.120,1,1841,2,2,37,232749,0,700
6,3,4294967291,00:cd:28:33:3d:0e,00:97:5a:66:42:e4,ff:ff:ff:ff:ff:ff,00:2b:53:1c:b8:1d,10.0.0.193,10.0.0.120,1,1160,1,5,27,223603,0,1426
6,6,4294967291,00:4a:68:5c:70:ce,00:fb:43:7f:2c:4a,ff:ff:ff:ff:ff:ff,00:e9:85:87:cc:db,10.0.0.41,10.0.0.120,1,1277,1,0,40,193868,0,687
5,1,4294967291,00:03:a9:e3:6e:c0,00:ae:55:8d:fe:71,ff:ff:ff:ff:ff:ff,00:ab:a1:df:03:a8,10.0.0.231,10.0.0.243,2,1523,1,5,15,121415,1,523
8,4,4294967291,00:3e:1c:24:32:5a,00:56:18:71:74:65,ff:ff:ff:ff:ff:ff,00:78:e5:5a:6b:d0,10.0.0.3,10.0.0.120,2,1867,1,9,88,150991,0,900
7,9,4294967291,00:7c:bc:99:08:2e,00:fe:d7:9c:70:cc,ff:ff:ff:ff:ff:ff,00:8a:9b:dc:0e:71,10.0.0.117,10.0.0.120,1,1848,1,5,95,216430,0,1173
7,5,4294967291,00:2a:f8:3f:1e:de,00:69:2f:da:7d:9f,ff:ff:ff:ff:ff:ff,00:20:76:ab:42:7d,10.0.0.219,10.0.0.120,1,1636,0,4,90,136783,0,794
7,8,4294967291,00:54:ea:75:cb:ea,00:92:5c:60:e0:5c,ff:ff:ff:ff:ff:ff,00:ad:40:f6:69:00,10.0.0.29,10.0.0.120,1,1904,2,6,5,161134,0,852
7,3,4294967291,00:58:66:16:ff:26,00:81:f5:b6:c3:7a,ff:ff:ff:ff:ff:ff,00:52:0b:7a:0d:87,10.0.0.111,10.0.0.204,2,1951,2,5,92,252360,1,910
9,1,4294967291,00:9a:ce:77:cd:16,00:88:1a:ea:a9:ad,ff:ff:ff:ff:ff:ff,00:fa:13:67:3d:f5,10.0.0.67,10.0.0.120,1,1733,1,6,84,131736,0,944
2,3,4294967291,00:84:28:9f:5c:61,00:58:78:e2:4c:76,ff:ff:ff:ff:ff:ff,00:3a:0d:39:a1:06,10.0.0.189,10.0.0.120,2,1296,2,9,82,271137,0,527
1,8,4294967291,00:95:36:19:33:f7,00:ce:74:e7:7b:d1,ff:ff:ff:ff:ff:ff,00:4a:3b:01:6c:e7,10.0.0.195,10.0.0.120,2,1723,1,6,72,232355,0,753
10,6,4294967291,00:e9:ae:b9:fc:3d,00:9b:e7:8c:ea:9d,ff:ff:ff:ff:ff:ff,00:31:3a:aa:6f:bc,10.0.0.125,10.0.0.120,1,1179,2,4,78,109988,0,937
10,8,4294967291,00:11:e5:a7:bf:93,00:d5:f6:b0:01:90,ff:ff:ff:ff:ff:ff,00:85:ef:3e:ac:1e,10.0.0.43,10.0.0.211,1,1235,2,6,17,186667,1,1029
6,9,4294967291,00:96:e4:02:f5:f7,00:c0:50:5a:de:79,ff:ff:ff:ff:ff:ff,00:c8:72:de:14:71,10.0.0.137,10.0.0.120,1,1416,1,7,3,283310,0,898
5,6,4294967291,00:4a:fd:74:21:0a,00:6b:64:b3:eb:da,ff:ff:ff:ff:ff:ff,00:a0:55:6e:a1:86,10.0.0.111,10.0.0.120,2,1307,0,8,41,279284,0,968
9,9,4294967291,00:19:ea:d6:7c:57,00:17:b2:bf:79:82,ff:ff:ff:ff:ff:ff,00:24:4d:78:b0:75,10.0.0.75,10.0.0.120,1,1896,2,3,89,182887,0,617
10,4,4294967291,00:29:6d:3a:a8:23,00:37:a0:89:06:a4,ff:ff:ff:ff:ff:ff,00:16:7c:44:cb:19,10.0.0.127,10.0.0.120,1,1565,2,3,40,283624,0,1336
7,7,4294967291,00:bd:ea:8d:48:b0,00:db:27:47:44:25,ff:ff:ff:ff:ff:ff,00:69:df:eb:90:3d,10.0.0.177,10.0.0.5,1,1103,1,2,50,186231,1,605
3,3,4294967291,00:af:a7:6e:37:36,00:98:a4:54:e9:4a,ff:ff:ff:ff:ff:ff,00:8b:52:f8:ae:7f,10.0.0.159,10.0.0.120,2,1614,2,2,22,225259,0,1047
6,4,4294967291,00:15:95:43:c4:a0,00:87:6c:70:ef:ed,ff:ff:ff:ff:ff:ff,00:ea:51:59:9a:e9,10.0.0.95,10.0.0.120,2,1783,1,5,58,149081,0,1086
4,4,4294967291,00:05:5f:cf:b9:06,00:af:a1:34:5d:e4,ff:ff:ff:ff:ff:ff,00:94:ed:96:b0:ed,10.0.0.233,10.0.0.120,2,1964,1,9,94,160890,0,873
6,10,4294967291,00:d8:05:36:7a:d2,00:75:85:10:7c:2e,ff:ff:ff:ff:ff:ff,00:b7:ef:ba:b9:f4,10.0.0.37,10.0.0.120,1,1573,2,5,18,132173,0,594
9,5,4294967291,00:01:c7:1f:2a:94,00:63:2b:1b:94:d3,ff:ff:ff:ff:ff:ff,00:68:0b:9a:d2:42,10.0.0.196,10.0.0.212,2,1940,2,10,88,226524,1,1272
10,7,4294967291,00:3c:63:0c:19:68,00:1c:95:50:52:e9,ff:ff:ff:ff:ff:ff,00:fb:ce:ab:28:4c,10.0.0.152,10.0.0.120,1,1699,1,10,17,127673,0,755
2,9,4294967291,00:a3:31:ef:07:bf,00:4c:69:e2:a6:63,ff:ff:ff:ff:ff:ff,00:27:2d:0d:43:9f,10.0.0.104,10.0.0.120,2,1923,1,8,27,274835,0,752
5,1,4294967291,00:33:0c:64:4a:0e,00:ad:bb:8b:9e:8a,ff:ff:ff:ff:ff:ff,00:91:1a:80:8e:b7,10.0.0.12,10.0.0.120,2,1626,0,8,85,217850,0,1119
4,5,4294967291,00:dd:9b:b1:3d:5e,00:aa:36:5d:33:3a,ff:ff:ff:ff:ff:ff,00:4d:d4:16:6c:88,10.0.0.17,10.0.0.120,2,1420,1,4,64,104959,0,1225
2,5,4294967291,00:cf:d2:43:5f:97,00:c7:98:53:29:0b,ff:ff:ff:ff:ff:ff,00:92:cf:97:60:a4,10.0.0.57,10.0.0.138,2,1696,1,0,4,183649,1,1192
10,8,4294967291,00:c3:59:b7:63:55,00:ee:2b:0f:ad:6f,ff:ff:ff:ff:ff:ff,00:39:3e:f7:58:a4,10.0.0.34,10.0.0.120,1,1164,2,4,69,285449,0,1164
3,2,4294967291,00:57:a6:98:73:16,00:70:6a:b0:49:cf,ff:ff:ff:ff:ff:ff,00:a0:54:19:8a:5e,10.0.0.97,10.0.0.120,2,1354,1,5,29,119571,0,1100
8,6,4294967291,00:67:cf:8c:39:11,00:a2:6c:7a:5b:a0,ff:ff:ff:ff:ff:ff,00:fa:a5:c4:00:76,10.0.0.50,10.0.0.120,1,1634,1,10,44,156070,0,1055
4,7,4294967291,00:cb:e4:ea:66:4d,00:9f:7e:ee:86:4e,ff:ff:ff:ff:ff:ff,00:d3:86:f1:8f:17,10.0.0.141,10.0.0.120,1,1230,2,5,52,291767,0,788
5,4,4294967291,00:7a:dd:05:ca:16,00:fc:1e:df:a0:9c,ff:ff:ff:ff:ff:ff,00:21:7a:87:f9:a2,10.0.0.201,10.0.0.74,2,1951,2,5,34,103762,1,800
5,8,4294967291,00:c7:9c:9b:6b:cc,00:01:2a:a7:36:02,ff:ff:ff:ff:ff:ff,00:9f:72:d4:55:34,10.0.0.252,10.0.0.120,2,1085,0,9,75,288569,0,665
1,7,4294967291,00:b4:a5:d9:a7:1d,00:55:3f:20:c1:c1,ff:ff:ff:ff:ff:ff,00:e1:bc:27:2a:14,10.0.0.40,10.0.0.120,1,1375,1,8,50,265435,0,825
4,1,4294967291,00:28:1d:f8:39:a1,00:e3:84:8a:24:f0,ff:ff:ff:ff:ff:ff,00:e7:5e:67:7c:b1,10.0.0.11,10.0.0.120,2,1010,0,5,35,209464,0,879
8,10,4294967291,00:cc:66:d4:8b:da,00:fa:83:08:44:c1,ff:ff:ff:ff:ff:ff,00:0a:72:e9:fa:0f,10.0.0.102,10.0.0.120,2,1953,0,6,57,248837,0,1479
4,6,4294967291,00:8a:e9:b7:cc:e3,00:3c:96:cc:45:77,ff:ff:ff:ff:ff:ff,00:56:23:f5:f3:7d,10.0.0.97,10.0.0.90,1,1031,2,8,23,156873,1,739
4,2,4294967291,00:0f:00:6f:8b:e7,00:d2:a3:89:31:ff,ff:ff:ff:ff:ff:ff,00:4b:c6:91:b3:22,10.0.0.248,10.0.0.120,2,1902,2,2,41,174365,0,792
5,3,4294967291,00:cd:58:75:94:7e,00:32:10:09:b6:77,ff:ff:ff:ff:ff:ff,00:61:f8:36:1f:a2,10.0.0.123,10.0.0.120,1,1706,1,6,20,256195,0,943
7,4,4294967291,00:81:7c:95:1b:c2,00:92:30:c1:dc:e0,ff:ff:ff:ff:ff:ff,00:5a:ca:e8:9a:43,10.0.0.174,10.0.0.120,1,1382,1,2,40,202031,0,1434
3,3,4294967291,00:58:49:a7:e0:98,00:74:c3:03:9f:1b,ff:ff:ff:ff:ff:ff,00:83:16:41:cd:19,10.0.0.27,10.0.0.120,1,1312,0,5,96,250713,0,1092
4,8,4294967291,00:2d:4f:35:3b:9d,00:55:4d:35:b6:b3,ff:ff:ff:ff:ff:ff,00:73:31:65:fd:05,10.0.0.111,10.0.0.151,1,1330,1,9,82,230317,1,1080
10,4,4294967291,00:fa:85:ef:2a:8a,00:20:bd:5c:68:0c,ff:ff:ff:ff:ff:ff,00:db:70:6d:0e:2b,10.0.0.240,10.0.0.120,1,1098,2,1,37,166552,0,809
4,10,4294967291,00:d7:b7:73:d5:e6,00:99:85:13:d6:27,ff:ff:ff:ff:ff:ff,00:11:a9:b7:e4:87,10.0.0.123,10.0.0.120,1,1111,2,8,28,266656,0,1223
1,1,4294967291,00:b3:9f:1e:b2:42,00:62:13:66:04:c6,ff:ff:ff:ff:ff:ff,00:72:72:ad:8e:d3,10.0.0.229,10.0.0.120,1,1697,1,10,6,279493,0,1103
5,8,4294967291,00:0e:69:b5:d5:c4,00:20:a4:6c:1b:95,ff:ff:ff:ff:ff:ff,00:90:f9:c7:f0:24,10.0.0.218,10.0.0.120,1,1978,2,7,35,210694,0,832
2,2,4294967291,00:3e:04:e8:8c:28,00:65:d8:e5:64:01,ff:ff:ff:ff:ff:ff,00:35:fa:d4:00:89,10.0.0.30,10.0.0.40,1,1955,1,8,43,199789,1,1364
5,1,4294967291,00:72:d0:f7:24:99,00:a9:bf:e3:84:50,ff:ff:ff:ff:ff:ff,00:51:81:d4:c0:62,10.0.0.90,10.0.0.120,1,1302,0,5,58,163077,0,604
10,5,4294967291,00:93:9e:cf:95:cf,00:52:18:10:ee:c2,ff:ff:ff:ff:ff:ff,00:03:cc:0e:fa:e9,10.0.0.123,10.0.0.120,1,1563,0,0,13,249260,0,1207
5,7,4294967291,00:cd:d4:e8:2a:35,00:7d:a3:a0:6e:ee,ff:ff:ff:ff:ff:ff,00:fb:68:f6:01:90,10.0.0.159,10.0.0.120,2,1269,2,2,65,247552,0,608
10,1,4294967291,00:e3:d3:7c:ee:97,00:44:dd:08:96:94,ff:ff:ff:ff:ff:ff,00:20:ee:32:10:24,10.0.0.8,10.0.0.120,1,1139,2,7,22,166634,0,1139
5,6,4294967291,00:34:71:c1:1c:b9,00:f7:3d:e9:20:1b,ff:ff:ff:ff:ff:ff,00:48:6a:55:4e:6e,10.0.0.213,10.0.0.71,1,1114,0,5,95,275371,1,590
2,7,4294967291,00:90:c5:53:31:5e,00:fd:cd:51:e6:16,ff:ff:ff:ff:ff:ff,00:ff:7c:a2:87:5f,10.0.0.107,10.0.0.120,1,1786,1,0,24,222767,0,817
5,7,4294967291,00:03:f7:79:c8:f0,00:70:e2:8a:ab:d5,ff:ff:ff:ff:ff:ff,00:e6:ce:5f:1d:d4,10.0.0.128,10.0.0.120,1,1376,0,2,24,243797,0,1162
10,4,4294967291,00:6c:9b:7c:c4:c7,00:42:d4:2d:1d:84,ff:ff:ff:ff:ff:ff,00:b5:42:48:30:f5,10.0.0.161,10.0.0.120,2,1953,2,4,56,143298,0,616
5,3,4294967291,00:d2:2a:1d:2a:75,00:36:b9:1a:29:84,ff:ff:ff:ff:ff:ff,00:a1:e4:e9:ae:02,10.0.0.15,10.0.0.120,2,1116,2,2,40,245821,0,628
6,8,4294967291,00:17:42:fd:34:22,00:82:4f:64:15:d0,ff:ff:ff:ff:ff:ff,00:27:f5:30:1f:aa,10.0.0.123,10.0.0.70,1,1030,0,5,12,291252,1,998
5,4,4294967291,00:6d:b6:f2:32:5b,00:00:80:d6:71:1f,ff:ff:ff:ff:ff:ff,00:2a:e3:d0:58:2f,10.0.0.186,10.0.0.120,2,1159,2,8,82,248306,0,1182
6,9,4294967291,00:e2:63:5a:44:4e,00:b4:80:b4:1f:00,ff:ff:ff:ff:ff:ff,00:e8:c3:ef:e4:0b,10.0.0.129,10.0.0.120,2,1862,2,8,3,165194,0,546
5,6,4294967291,00:23:6a:dc:67:90,00:be:b6:dc:19:c4,ff:ff:ff:ff:ff:ff,00:af:10:c6:e9:99,10.0.0.186,10.0.0.120,2,1782,1,0,8,142061,0,1110
1,3,4294967291,00:a6:d0:b6:34:f1,00:54:63:cc:d4:38,ff:ff:ff:ff:ff:ff,00:1a:11:f2:1d:ed,10.0.0.162,10.0.0.120,2,1665,0,4,40,252050,0,1076
2,7,4294967291,00:94:ec:2b:37:9b,00:72:6b:36:77:fd,ff:ff:ff:ff:ff:ff,00:14:58:2e:d3:16,10.0.0.125,10.0.0.57,1,1033,2,8,63,110722,1,884
3,8,4294967291,00:93:88:ea:59:93,00:27:97:39:9d:c3,ff:ff:ff:ff:ff:ff,00:60:2b:6c:3e:94,10.0.0.52,10.0.0.120,1,1868,1,2,46,117381,0,1048
1,8,4294967291,00:c8:10:0c:38:1d,00:d5:8f:07:b3:f3,ff:ff:ff:ff:ff:ff,00:ba:4c:12:67:a4,10.0.0.81,10.0.0.120,1,1603,0,10,4,162047,0,825
10,5,4294967291,00:7d:ba:2d:e5:be,00:fa:08:dd:f1:79,ff:ff:ff:ff:ff:ff,00:cd:0d:3a:e6:48,10.0.0.2,10.0.0.120,1,1936,0,0,55,297315,0,1325
7,6,4294967291,00:e9:ee:75:0d:67,00:b6:61:3c:7a:81,ff:ff:ff:ff:ff:ff,00:44:93:04:68:9c,10.0.0.236,10.0.0.120,1,1516,0,7,42,131405,0,1411
1,2,4294967291,00:ac:bd:60:ec:9a,00:2d:94:89:79:49,ff:ff:ff:ff:ff:ff,00:64:9e:d2:be:61,10.0.0.108,10.0.0.44,1,1672,1,4,45,252236,1,989
4,3,4294967291,00:16:be:3a:67:f6,00:43:95:19:7a:dc,ff:ff:ff:ff:ff:ff,00:0f:25:7d:11:41,10.0.0.79,10.0.0.120,1,1180,1,4,88,260493,0,1192
7,3,4294967291,00:65:c0:df:e6:69,00:d5:b9:26:50:6a,ff:ff:ff:ff:ff:ff,00:88:70:cb:d0:ae,10.0.0.9,10.0.0.120,2,1131,1,0,43,280841,0,642
4,1,4294967291,00:a4:54:44:47:9e,00:40:c3:56:a3:f0,ff:ff:ff:ff:ff:ff,00:78:2e:e0:ca:09,10.0.0.142,10.0.0.120,2,1467,1,8,20,133530,0,749
10,3,4294967291,00:c3:cb:f4:2a:1e,00:86:c4:cb:36:e0,ff:ff:ff:ff:ff:ff,00:f0:88:f6:17:8c,10.0.0.153,10.0.0.120,2,1110,0,9,93,264787,0,685
9,4,4294967291,00:d0:de:28:88:f5,00:c5:1e:2f:0d:80,ff:ff:ff:ff:ff:ff,00:12:30:9e:11:2a,10.0.0.201,10.0.0.131,1,1413,0,7,80,211974,1,552
1,4,4294967291,00:27:e9:54:ca:0c,00:44:7f:0b:8f:6c,ff:ff:ff:ff:ff:ff,00:d0:bd:d4:8a:a1,10.0.0.210,10.0.0.120,2,1209,1,10,58,212893,0,1441
