switch,inport,outport,src[eth],src_mac_addr(arp),dst[eth],dst_mac_addr(arp),src[arp],dst[arp],opcode,packet_in_count,Protocol,Pkt loss,rtt (avg),total_time,label,pkt_size
7,3,4294967291,00:00:00:51:7e:99,00:00:00:42:d8:4d,ff:ff:ff:ff:ff:ff,00:00:00:ef:60:d0,10.0.0.241,10.0.0.12,1,3165,1,5,82,243968,1,1054
9,1,4294967291,00:00:00:47:4c:d8,00:00:00:02:c9:c5,ff:ff:ff:ff:ff:ff,00:00:00:b0:ac:fc,10.0.0.214,10.0.0.12,2,3166,1,8,81,248987,1,1150
4,1,4294967291,00:00:00:0a:13:cb,00:00:00:83:f5:d5,ff:ff:ff:ff:ff:ff,00:00:00:e3:81:c4,10.0.0.31,10.0.0.12,2,3167,2,1,4,173754,1,1465
2,3,4294967291,00:00:00:15:cd:60,00:00:00:1f:78:d5,ff:ff:ff:ff:ff:ff,00:00:00:3e:25:ca,10.0.0.41,10.0.0.12,1,3168,1,9,17,315170,1,1420
3,4,4294967291,00:00:00:56:1e:59,00:00:00:66:12:e6,ff:ff:ff:ff:ff:ff,00:00:00:b8:a7:1a,10.0.0.43,10.0.0.12,2,3169,2,0,69,215321,1,1358
8,2,4294967291,00:00:00:b7:50:ab,00:00:00:82:50:16,ff:ff:ff:ff:ff:ff,00:00:00:59:f7:cd,10.0.0.5,10.0.0.12,1,3170,2,5,59,342263,1,549
1,1,4294967291,00:00:00:35:42:e4,00:00:00:5c:29:88,ff:ff:ff:ff:ff:ff,00:00:00:0c:0d:3a,10.0.0.181,10.0.0.12,1,3171,0,5,98,226937,1,623
4,6,4294967291,00:00:00:1c:a6:f2,00:00:00:6f:c7:d3,ff:ff:ff:ff:ff:ff,00:00:00:b0:a9:47,10.0.0.251,10.0.0.12,1,3172,0,1,38,113349,1,1356
2,8,4294967291,00:00:00:8a:a1:2f,00:00:00:f5:0c:db,ff:ff:ff:ff:ff:ff,00:00:00:90:81:a3,10.0.0.131,10.0.0.12,2,3173,0,0,29,295628,1,744
3,1,4294967291,00:00:00:3f:d5:78,00:00:00:84:50:f3,ff:ff:ff:ff:ff:ff,00:00:00:84:3e:4b,10.0.0.241,10.0.0.12,1,3174,0,0,36,269356,1,898
6,7,4294967291,00:00:00:6c:c7:de,00:00:00:9b:cd:fe,ff:ff:ff:ff:ff:ff,00:00:00:5a:22:24,10.0.0.142,10.0.0.12,2,3175,1,6,83,269865,1,1332
6,1,4294967291,00:00:00:9a:b3:f8,00:00:00:ac:78:6c,ff:ff:ff:ff:ff:ff,00:00:00:bc:07:c9,10.0.0.95,10.0.0.12,2,3176,1,0,25,211473,1,952
1,7,4294967291,00:00:00:93:3a:21,00:00:00:90:1b:42,ff:ff:ff:ff:ff:ff,00:00:00:d9:1f:48,10.0.0.114,10.0.0.12,1,3177,0,9,15,134193,1,1083
2,7,4294967291,00:00:00:57:a2:d8,00:00:00:93:f1:2a,ff:ff:ff:ff:ff:ff,00:00:00:1f:01:10,10.0.0.196,10.0.0.12,1,3178,2,6,52,177154,1,758
2,6,4294967291,00:00:00:0f:ea:d1,00:00:00:44:2c:57,ff:ff:ff:ff:ff:ff,00:00:00:43:d0:80,10.0.0.45,10.0.0.12,2,3179,2,6,26,389800,1,1188
3,5,4294967291,00:00:00:70:52:cf,00:00:00:31:cc:28,ff:ff:ff:ff:ff:ff,00:00:00:6e:b8:b4,10.0.0.47,10.0.0.12,1,3180,2,4,70,375514,1,1080
6,6,4294967291,00:00:00:94:e5:02,00:00:00:44:3b:ad,ff:ff:ff:ff:ff:ff,00:00:00:e2:38:4b,10.0.0.98,10.0.0.12,1,3181,2,1,69,314334,1,977
7,7,4294967291,00:00:00:e9:35:40,00:00:00:2a:5d:41,ff:ff:ff:ff:ff:ff,00:00:00:6d:87:dd,10.0.0.250,10.0.0.12,1,3182,1,8,46,107241,1,969
2,1,4294967291,00:00:00:e7:a3:21,00:00:00:ee:48:cd,ff:ff:ff:ff:ff:ff,00:00:00:cf:c9:73,10.0.0.148,10.0.0.12,1,3183,2,6,47,169075,1,1122
8,9,4294967291,00:00:00:38:84:e3,00:00:00:87:27:69,ff:ff:ff:ff:ff:ff,00:00:00:d4:2f:9b,10.0.0.22,10.0.0.12,1,3184,2,5,21,273647,1,1117
8,6,4294967291,00:00:00:85:17:e5,00:00:00:c5:66:19,ff:ff:ff:ff:ff:ff,00:00:00:57:63:2d,10.0.0.62,10.0.0.12,1,3185,1,1,58,355065,1,962
2,6,4294967291,00:00:00:08:c0:ae,00:00:00:14:7d:be,ff:ff:ff:ff:ff:ff,00:00:00:12:21:9b,10.0.0.196,10.0.0.12,2,3186,1,0,11,338170,1,1217
5,4,4294967291,00:00:00:09:04:61,00:00:00:b1:78:2d,ff:ff:ff:ff:ff:ff,00:00:00:dc:f5:75,10.0.0.196,10.0.0.12,2,3187,2,6,26,349376,1,986
7,1,4294967291,00:00:00:fa:c0:f3,00:00:00:d8:1e:36,ff:ff:ff:ff:ff:ff,00:00:00:d4:8f:69,10.0.0.59,10.0.0.12,1,3188,1,1,36,201835,1,1041
7,3,4294967291,00:00:00:93:8b:ad,00:00:00:69:43:d8,ff:ff:ff:ff:ff:ff,00:00:00:06:7a:ea,10.0.0.240,10.0.0.12,1,3189,2,4,19,122141,1,1462
6,5,4294967291,00:00:00:6a:27:e5,00:00:00:bc:95:9e,ff:ff:ff:ff:ff:ff,00:00:00:33:20:50,10.0.0.155,10.0.0.12,1,3190,1,9,42,102293,1,841
3,3,4294967291,00:00:00:fb:bd:d7,00:00:00:49:70:0b,ff:ff:ff:ff:ff:ff,00:00:00:9f:0f:0f,10.0.0.120,10.0.0.12,1,3191,1,4,92,150155,1,585
5,5,4294967291,00:00:00:46:97:b3,00:00:00:6d:08:27,ff:ff:ff:ff:ff:ff,00:00:00:cd:f4:50,10.0.0.59,10.0.0.12,1,3192,0,7,46,184172,1,721
7,1,4294967291,00:00:00:76:6c:8b,00:00:00:72:39:e1,ff:ff:ff:ff:ff:ff,00:00:00:a5:fd:d3,10.0.0.191,10.0.0.12,1,3193,1,2,14,102579,1,837
9,7,4294967291,00:00:00:19:bd:8b,00:00:00:e8:05:0e,ff:ff:ff:ff:ff:ff,00:00:00:15:d0:cd,10.0.0.133,10.0.0.12,1,3194,1,0,24,374204,1,934
2,4,4294967291,00:00:00:c8:c2:b0,00:00:00:28:c9:ca,ff:ff:ff:ff:ff:ff,00:00:00:0d:38:06,10.0.0.5,10.0.0.12,2,3195,2,3,45,187507,1,740
9,3,4294967291,00:00:00:fe:42:b8,00:00:00:f7:c3:5a,ff:ff:ff:ff:ff:ff,00:00:00:c4:bd:50,10.0.0.112,10.0.0.12,1,3196,1,7,14,194577,1,928
1,9,4294967291,00:00:00:06:a9:be,00:00:00:99:93:54,ff:ff:ff:ff:ff:ff,00:00:00:87:c3:8c,10.0.0.130,10.0.0.12,2,3197,0,3,98,328067,1,1248
4,7,4294967291,00:00:00:16:f7:9b,00:00:00:47:97:65,ff:ff:ff:ff:ff:ff,00:00:00:61:3f:e0,10.0.0.125,10.0.0.12,1,3198,1,2,71,220816,1,1151
2,9,4294967291,00:00:00:30:a9:4a,00:00:00:8e:09:03,ff:ff:ff:ff:ff:ff,00:00:00:41:d6:9d,10.0.0.84,10.0.0.12,1,3199,0,9,57,265637,1,1144
6,9,4294967291,00:00:00:be:18:6a,00:00:00:0b:df:98,ff:ff:ff:ff:ff:ff,00:00:00:e1:67:4f,10.0.0.248,10.0.0.12,1,3200,0,2,22,223969,1,952
1,5,4294967291,00:00:00:04:17:9a,00:00:00:72:37:b7,ff:ff:ff:ff:ff:ff,00:00:00:dd:82:ea,10.0.0.172,10.0.0.12,2,3201,1,8,79,292535,1,1243
2,8,4294967291,00:00:00:4b:f4:19,00:00:00:35:75:47,ff:ff:ff:ff:ff:ff,00:00:00:bd:e5:c9,10.0.0.188,10.0.0.12,2,3202,0,2,72,355834,1,1350
3,3,4294967291,00:00:00:2c:c0:9b,00:00:00:30:bb:ce,ff:ff:ff:ff:ff:ff,00:00:00:8c:92:7f,10.0.0.240,10.0.0.12,2,3203,2,5,82,274769,1,753
1,4,4294967291,00:00:00:82:58:d5,00:00:00:38:67:bd,ff:ff:ff:ff:ff:ff,00:00:00:66:8a:b6,10.0.0.128,10.0.0.12,2,3204,1,7,7,103851,1,1245
9,1,4294967291,00:00:00:63:0c:b5,00:00:00:de:78:34,ff:ff:ff:ff:ff:ff,00:00:00:84:49:95,10.0.0.23,10.0.0.12,1,3205,1,6,56,168539,1,1162
7,3,4294967291,00:00:00:c1:84:bf,00:00:00:cf:03:64,ff:ff:ff:ff:ff:ff,00:00:00:98:5c:de,10.0.0.44,10.0.0.12,1,3206,1,3,90,310022,1,959
6,3,4294967291,00:00:00:d5:cc:81,00:00:00:f0:f0:8a,ff:ff:ff:ff:ff:ff,00:00:00:f0:3e:3e,10.0.0.40,10.0.0.12,2,3207,1,3,28,326429,1,1152
1,8,4294967291,00:00:00:ec:e0:87,00:00:00:4b:84:2a,ff:ff:ff:ff:ff:ff,00:00:00:d0:ed:53,10.0.0.235,10.0.0.12,2,3208,1,1,86,298389,1,1473
5,9,4294967291,00:00:00:8e:71:77,00:00:00:63:fb:71,ff:ff:ff:ff:ff:ff,00:00:00:c8:b8:d5,10.0.0.113,10.0.0.12,2,3209,1,6,71,196573,1,1176
6,4,4294967291,00:00:00:72:2e:b2,00:00:00:79:0b:33,ff:ff:ff:ff:ff:ff,00:00:00:60:02:6c,10.0.0.160,10.0.0.12,2,3210,1,8,43,267596,1,699
4,2,4294967291,00:00:00:2e:9d:ca,00:00:00:d4:36:55,ff:ff:ff:ff:ff:ff,00:00:00:e2:69:f2,10.0.0.49,10.0.0.12,2,3211,2,6,7,395348,1,947
1,3,4294967291,00:00:00:34:a9:b1,00:00:00:95:2e:4e,ff:ff:ff:ff:ff:ff,00:00:00:27:c5:e4,10.0.0.237,10.0.0.12,2,3212,0,7,18,247194,1,1272
9,7,4294967291,00:00:00:53:03:00,00:00:00:17:08:3e,ff:ff:ff:ff:ff:ff,00:00:00:f0:83:a1,10.0.0.185,10.0.0.12,1,3213,0,5,80,117802,1,1371
8,8,4294967291,00:00:00:85:ae:10,00:00:00:c7:4d:41,ff:ff:ff:ff:ff:ff,00:00:00:b8:b1:86,10.0.0.94,10.0.0.12,2,3214,1,7,52,186329,1,1406
5,5,4294967291,00:00:00:18:f5:95,00:00:00:01:d1:23,ff:ff:ff:ff:ff:ff,00:00:00:5e:c9:81,10.0.0.60,10.0.0.12,2,3215,2,1,88,387809,1,763
4,5,4294967291,00:00:00:50:13:62,00:00:00:14:e8:3d,ff:ff:ff:ff:ff:ff,00:00:00:ec:0c:76,10.0.0.4,10.0.0.12,2,3216,2,9,78,115822,1,523
4,1,4294967291,00:00:00:e2:35:9f,00:00:00:7c:92:01,ff:ff:ff:ff:ff:ff,00:00:00:78:f5:c6,10.0.0.26,10.0.0.12,2,3217,2,2,10,286401,1,894
9,6,4294967291,00:00:00:82:f6:21,00:00:00:0f:dd:13,ff:ff:ff:ff:ff:ff,00:00:00:c5:15:f0,10.0.0.153,10.0.0.12,2,3218,1,8,9,202913,1,1073
7,1,4294967291,00:00:00:84:f9:3f,00:00:00:0d:e4:19,ff:ff:ff:ff:ff:ff,00:00:00:f8:a7:90,10.0.0.107,10.0.0.12,2,3219,2,3,49,235624,1,915
1,1,4294967291,00:00:00:55:3d:ae,00:00:00:82:9a:06,ff:ff:ff:ff:ff:ff,00:00:00:21:0c:f6,10.0.0.132,10.0.0.12,2,3220,1,2,48,225836,1,1057
8,6,4294967291,00:00:00:6d:6d:3e,00:00:00:e2:13:b7,ff:ff:ff:ff:ff:ff,00:00:00:9f:05:ca,10.0.0.214,10.0.0.12,2,3221,0,6,15,310016,1,981
8,5,4294967291,00:00:00:4a:a6:ec,00:00:00:03:a0:ad,ff:ff:ff:ff:ff:ff,00:00:00:fd:25:b0,10.0.0.157,10.0.0.12,1,3222,0,8,1,396211,1,1311
3,9,4294967291,00:00:00:6a:fa:1d,00:00:00:2a:62:a6,ff:ff:ff:ff:ff:ff,00:00:00:e1:ae:60,10.0.0.22,10.0.0.12,1,3223,2,9,79,312960,1,947
8,7,4294967291,00:00:00:a2:cf:1a,00:00:00:21:65:8e,ff:ff:ff:ff:ff:ff,00:00:00:92:75:81,10.0.0.132,10.0.0.12,1,3224,0,9,88,381319,1,804
4,6,4294967291,00:00:00:79:65:b4,00:00:00:a4:58:85,ff:ff:ff:ff:ff:ff,00:00:00:d4:b4:e2,10.0.0.197,10.0.0.12,1,3225,2,8,57,127230,1,745
9,4,4294967291,00:00:00:84:7a:b5,00:00:00:45:6d:bf,ff:ff:ff:ff:ff:ff,00:00:00:d3:1b:0e,10.0.0.10,10.0.0.12,2,3226,2,7,3,150940,1,1198
7,7,4294967291,00:00:00:d9:fb:de,00:00:00:b1:36:5f,ff:ff:ff:ff:ff:ff,00:00:00:02:81:d1,10.0.0.89,10.0.0.12,2,3227,1,7,26,175549,1,501
2,7,4294967291,00:00:00:1f:19:bd,00:00:00:d4:e1:a2,ff:ff:ff:ff:ff:ff,00:00:00:ab:53:e6,10.0.0.23,10.0.0.12,1,3228,0,2,78,387788,1,990
5,1,4294967291,00:00:00:da:74:50,00:00:00:a6:f9:ca,ff:ff:ff:ff:ff:ff,00:00:00:f1:e8:43,10.0.0.116,10.0.0.12,2,3229,0,0,47,394352,1,1120
3,3,4294967291,00:00:00:dc:5f:de,00:00:00:72:7c:99,ff:ff:ff:ff:ff:ff,00:00:00:e4:b4:0b,10.0.0.155,10.0.0.12,1,3230,0,2,35,279764,1,923
4,9,4294967291,00:00:00:b0:c0:df,00:00:00:0e:a9:de,ff:ff:ff:ff:ff:ff,00:00:00:d4:77:b6,10.0.0.61,10.0.0.12,1,3231,1,1,77,329134,1,1381
8,8,4294967291,00:00:00:12:77:a3,00:00:00:51:ce:92,ff:ff:ff:ff:ff:ff,00:00:00:d5:3e:8a,10.0.0.94,10.0.0.12,1,3232,0,4,95,137497,1,1001
2,5,4294967291,00:00:00:70:93:22,00:00:00:7a:37:9d,ff:ff:ff:ff:ff:ff,00:00:00:79:27:af,10.0.0.42,10.0.0.12,2,3233,1,6,65,376431,1,1102
7,6,4294967291,00:00:00:63:99:f2,00:00:00:c5:96:c3,ff:ff:ff:ff:ff:ff,00:00:00:42:c8:a9,10.0.0.253,10.0.0.12,2,3234,0,6,24,319468,1,1155
8,9,4294967291,00:00:00:a4:27:76,00:00:00:ac:2b:23,ff:ff:ff:ff:ff:ff,00:00:00:b9:d9:6f,10.0.0.133,10.0.0.12,2,3235,0,1,32,305012,1,838
7,6,4294967291,00:00:00:5c:89:ec,00:00:00:3d:43:29,ff:ff:ff:ff:ff:ff,00:00:00:4d:62:93,10.0.0.64,10.0.0.12,1,3236,2,5,3,168031,1,936
5,9,4294967291,00:00:00:66:7b:ee,00:00:00:a7:58:9a,ff:ff:ff:ff:ff:ff,00:00:00:59:fc:61,10.0.0.7,10.0.0.12,2,3237,2,7,70,247341,1,591
4,3,4294967291,00:00:00:25:cc:78,00:00:00:d9:1d:b2,ff:ff:ff:ff:ff:ff,00:00:00:b5:02:16,10.0.0.149,10.0.0.12,2,3238,2,3,83,232326,1,844
3,5,4294967291,00:00:00:2a:de:ce,00:00:00:f3:96:a2,ff:ff:ff:ff:ff:ff,00:00:00:ae:f1:3a,10.0.0.61,10.0.0.12,2,3239,2,6,51,375466,1,1055
6,6,4294967291,00:00:00:13:07:78,00:00:00:44:9d:f3,ff:ff:ff:ff:ff:ff,00:00:00:25:89:81,10.0.0.141,10.0.0.12,1,3240,0,2,63,182879,1,567
8,6,4294967291,00:00:00:17:6f:2a,00:00:00:1e:4c:60,ff:ff:ff:ff:ff:ff,00:00:00:07:f9:c3,10.0.0.81,10.0.0.12,2,3241,2,3,46,307604,1,568
4,5,4294967291,00:00:00:f2:55:37,00:00:00:52:7a:1a,ff:ff:ff:ff:ff:ff,00:00:00:40:67:77,10.0.0.119,10.0.0.12,1,3242,0,1,98,182042,1,1283
5,9,4294967291,00:00:00:30:4b:35,00:00:00:8f:08:dc,ff:ff:ff:ff:ff:ff,00:00:00:05:c9:45,10.0.0.137,10.0.0.12,1,3243,1,6,18,299627,1,1469
3,2,4294967291,00:00:00:4f:f7:8c,00:00:00:b2:ce:16,ff:ff:ff:ff:ff:ff,00:00:00:f8:16:0a,10.0.0.232,10.0.0.12,1,3244,1,5,9,176277,1,1034
7,5,4294967291,00:00:00:bb:70:13,00:00:00:78:5f:7c,ff:ff:ff:ff:ff:ff,00:00:00:eb:27:05,10.0.0.11,10.0.0.12,1,3245,1,2,96,252475,1,1324
4,7,4294967291,00:00:00:53:ea:87,00:00:00:2b:6a:8f,ff:ff:ff:ff:ff:ff,00:00:00:06:53:a6,10.0.0.63,10.0.0.12,2,3246,2,5,37,315735,1,1056
1,8,4294967291,00:00:00:93:ec:5c,00:00:00:9f:af:24,ff:ff:ff:ff:ff:ff,00:00:00:68:91:e9,10.0.0.168,10.0.0.12,1,3247,0,0,12,295512,1,992
5,7,4294967291,00:00:00:65:57:ed,00:00:00:41:54:83,ff:ff:ff:ff:ff:ff,00:00:00:4c:cd:e6,10.0.0.234,10.0.0.12,2,3248,0,7,6,340320,1,1114
1,7,4294967291,00:00:00:c8:f6:31,00:00:00:80:6b:cc,ff:ff:ff:ff:ff:ff,00:00:00:a1:a2:d1,10.0.0.195,10.0.0.12,1,3249,1,6,35,156848,1,974
5,5,4294967291,00:00:00:b3:62:1e,00:00:00:e5:bc:80,ff:ff:ff:ff:ff:ff,00:00:00:6b:c8:36,10.0.0.192,10.0.0.12,1,3250,2,0,55,390021,1,1211
1,9,4294967291,00:00:00:e2:bd:db,00:00:00:0f:30:e8,ff:ff:ff:ff:ff:ff,00:00:00:5c:ec:ac,10.0.0.39,10.0.0.12,2,3251,0,4,95,264061,1,818
4,7,4294967291,00:00:00:05:e8:94,00:00:00:fd:37:4a,ff:ff:ff:ff:ff:ff,00:00:00:af:be:0e,10.0.0.234,10.0.0.12,1,3252,1,4,78,174218,1,556
2,6,4294967291,00:00:00:88:64:a7,00:00:00:5b:8b:bf,ff:ff:ff:ff:ff:ff,00:00:00:d4:53:4f,10.0.0.251,10.0.0.12,2,3253,0,8,47,190283,1,1099
6,9,4294967291,00:00:00:eb:4d:58,00:00:00:47:1e:a8,ff:ff:ff:ff:ff:ff,00:00:00:c3:11:ef,10.0.0.173,10.0.0.12,1,3254,1,1,27,150695,1,1123
5,5,4294967291,00:00:00:ce:18:10,00:00:00:85:a2:12,ff:ff:ff:ff:ff:ff,00:00:00:5d:a0:a2,10.0.0.125,10.0.0.12,2,3255,2,2,70,222761,1,925
4,8,4294967291,00:00:00:29:7b:d9,00:00:00:f9:1a:82,ff:ff:ff:ff:ff:ff,00:00:00:83:54:51,10.0.0.243,10.0.0.12,1,3256,1,2,92,152162,1,1111
6,8,4294967291,00:00:00:c6:c9:f2,00:00:00:cd:c3:4b,ff:ff:ff:ff:ff:ff,00:00:00:e9:57:ca,10.0.0.241,10.0.0.12,2,3257,0,2,76,256015,1,693
9,4,4294967291,00:00:00:99:4c:5b,00:00:00:50:57:91,ff:ff:ff:ff:ff:ff,00:00:00:b6:5b:fa,10.0.0.104,10.0.0.12,1,3258,2,0,26,373906,1,1066
9,7,4294967291,00:00:00:1f:0f:e4,00:00:00:f2:c0:f2,ff:ff:ff:ff:ff:ff,00:00:00:74:a3:27,10.0.0.85,10.0.0.12,2,3259,0,3,38,110708,1,1477
6,6,4294967291,00:00:00:54:29:1f,00:00:00:36:38:99,ff:ff:ff:ff:ff:ff,00:00:00:fd:56:9e,10.0.0.164,10.0.0.12,2,3260,1,1,96,316091,1,962
3,4,4294967291,00:00:00:4b:31:3d,00:00:00:2c:98:72,ff:ff:ff:ff:ff:ff,00:00:00:0b:d0:0d,10.0.0.125,10.0.0.12,1,3261,1,2,60,208407,1,1266
8,9,4294967291,00:00:00:16:1a:c4,00:00:00:28:ec:52,ff:ff:ff:ff:ff:ff,00:00:00:9a:e4:5f,10.0.0.12,10.0.0.12,2,3262,1,3,16,399910,1,737
3,1,4294967291,00:00:00:21:8e:4d,00:00:00:08:88:7b,ff:ff:ff:ff:ff:ff,00:00:00:f0:09:ec,10.0.0.173,10.0.0.12,1,3263,2,3,11,101765,1,517
8,9,4294967291,00:00:00:7a:96:2d,00:00:00:f4:fe:3f,ff:ff:ff:ff:ff:ff,00:00:00:12:8c:80,10.0.0.95,10.0.0.12,2,3264,0,0,5,310064,1,651
2,6,4294967291,00:00:00:2f:66:c8,00:00:00:f8:ab:e8,ff:ff:ff:ff:ff:ff,00:00:00:f8:7f:61,10.0.0.37,10.0.0.12,2,3265,0,8,98,250531,1,635
1,7,4294967291,00:00:00:d5:27:86,00:00:00:74:39:51,ff:ff:ff:ff:ff:ff,00:00:00:d3:84:28,10.0.0.218,10.0.0.12,2,3266,1,7,34,212279,1,910
2,2,4294967291,00:00:00:1c:00:30,00:00:00:80:11:30,ff:ff:ff:ff:ff:ff,00:00:00:ec:87:da,10.0.0.231,10.0.0.12,1,3267,0,3,23,102609,1,968
8,7,4294967291,00:00:00:d0:aa:d3,00:00:00:15:fb:20,ff:ff:ff:ff:ff:ff,00:00:00:2e:e6:46,10.0.0.117,10.0.0.12,1,3268,0,6,95,350406,1,1430
3,2,4294967291,00:00:00:5f:a6:8d,00:00:00:f0:d7:9a,ff:ff:ff:ff:ff:ff,00:00:00:f9:2b:0a,10.0.0.20,10.0.0.12,1,3269,0,3,23,152857,1,1291
5,6,4294967291,00:00:00:c9:69:6f,00:00:00:6d:02:3d,ff:ff:ff:ff:ff:ff,00:00:00:53:5d:cc,10.0.0.180,10.0.0.12,1,3270,0,7,85,199510,1,859
1,8,4294967291,00:00:00:70:fa:c8,00:00:00:97:47:67,ff:ff:ff:ff:ff:ff,00:00:00:56:95:d0,10.0.0.161,10.0.0.12,1,3271,1,8,90,332926,1,822
7,4,4294967291,00:00:00:4d:e3:44,00:00:00:d5:15:aa,ff:ff:ff:ff:ff:ff,00:00:00:d8:de:c4,10.0.0.73,10.0.0.12,2,3272,2,0,89,245431,1,828
6,2,4294967291,00:00:00:dd:cd:ce,00:00:00:e0:a1:84,ff:ff:ff:ff:ff:ff,00:00:00:10:66:82,10.0.0.27,10.0.0.12,1,3273,2,7,28,248655,1,1224
6,6,4294967291,00:00:00:83:d7:19,00:00:00:73:fb:09,ff:ff:ff:ff:ff:ff,00:00:00:bd:7d:a0,10.0.0.173,10.0.0.12,2,3274,2,2,22,159745,1,678
4,1,4294967291,00:00:00:6c:80:f2,00:00:00:24:65:03,ff:ff:ff:ff:ff:ff,00:00:00:6a:8a:2d,10.0.0.7,10.0.0.12,1,3275,2,8,78,312528,1,973
8,2,4294967291,00:00:00:4a:9b:1f,00:00:00:8c:82:35,ff:ff:ff:ff:ff:ff,00:00:00:b5:2f:c0,10.0.0.127,10.0.0.12,2,3276,0,3,37,292984,1,1234
7,9,4294967291,00:00:00:2f:24:a7,00:00:00:2d:8e:dc,ff:ff:ff:ff:ff:ff,00:00:00:e1:07:35,10.0.0.126,10.0.0.12,2,3277,2,2,42,231368,1,1329
3,1,4294967291,00:00:00:c0:3f:d1,00:00:00:36:46:3c,ff:ff:ff:ff:ff:ff,00:00:00:cb:ab:52,10.0.0.131,10.0.0.12,2,3278,0,3,4,276944,1,1411
6,3,4294967291,00:00:00:53:e7:6e,00:00:00:de:ca:cc,ff:ff:ff:ff:ff:ff,00:00:00:2b:c6:ac,10.0.0.176,10.0.0.12,2,3279,0,5,67,313767,1,1248
1,9,4294967291,00:00:00:ca:c3:fb,00:00:00:c0:15:01,ff:ff:ff:ff:ff:ff,00:00:00:6a:8f:5a,10.0.0.235,10.0.0.12,2,3280,0,8,85,222886,1,614
3,8,4294967291,00:00:00:53:f8:61,00:00:00:61:63:61,ff:ff:ff:ff:ff:ff,00:00:00:7d:32:9e,10.0.0.103,10.0.0.12,2,3281,1,9,17,240248,1,881
8,6,4294967291,00:00:00:32:b7:d8,00:00:00:2f:b5:2f,ff:ff:ff:ff:ff:ff,00:00:00:57:72:98,10.0.0.129,10.0.0.12,2,3282,2,5,41,291960,1,835
3,9,4294967291,00:00:00:8f:f4:47,00:00:00:c0:1b:fc,ff:ff:ff:ff:ff:ff,00:00:00:ed:bb:12,10.0.0.187,10.0.0.12,2,3283,0,2,79,116084,1,1304
6,4,4294967291,00:00:00:f3:7a:80,00:00:00:78:a9:8a,ff:ff:ff:ff:ff:ff,00:00:00:51:d4:c0,10.0.0.7,10.0.0.12,2,3284,2,8,4,321412,1,588
1,1,4294967291,00:00:00:cc:62:93,00:00:00:b7:df:9a,ff:ff:ff:ff:ff:ff,00:00:00:8b:52:2e,10.0.0.197,10.0.0.12,1,3285,2,3,92,158070,1,726
1,6,4294967291,00:00:00:08:07:91,00:00:00:3c:6e:29,ff:ff:ff:ff:ff:ff,00:00:00:6f:3f:73,10.0.0.30,10.0.0.12,1,3286,0,5,42,198475,1,957
5,9,4294967291,00:00:00:d5:6f:74,00:00:00:e3:e1:e7,ff:ff:ff:ff:ff:ff,00:00:00:a6:a2:75,10.0.0.195,10.0.0.12,1,3287,0,5,12,322489,1,602
7,1,4294967291,00:00:00:d5:ac:46,00:00:00:1a:35:5d,ff:ff:ff:ff:ff:ff,00:00:00:6c:69:cc,10.0.0.228,10.0.0.12,2,3288,0,8,63,236558,1,749
1,3,4294967291,00:00:00:06:96:c5,00:00:00:5a:4c:07,ff:ff:ff:ff:ff:ff,00:00:00:7f:36:81,10.0.0.213,10.0.0.12,1,3289,2,7,82,182844,1,565
3,1,4294967291,00:00:00:32:52:4f,00:00:00:bd:e9:ad,ff:ff:ff:ff:ff:ff,00:00:00:ee:76:7c,10.0.0.221,10.0.0.12,2,3290,0,3,75,354895,1,721
3,1,4294967291,00:00:00:57:d1:72,00:00:00:cd:e3:46,ff:ff:ff:ff:ff:ff,00:00:00:e1:27:37,10.0.0.218,10.0.0.12,2,3291,1,3,34,278350,1,661
9,1,4294967291,00:00:00:24:7c:21,00:00:00:1a:09:71,ff:ff:ff:ff:ff:ff,00:00:00:92:a2:0b,10.0.0.48,10.0.0.12,2,3292,0,3,88,246776,1,1438
7,3,4294967291,00:00:00:5d:11:a7,00:00:00:7e:9b:f6,ff:ff:ff:ff:ff:ff,00:00:00:e4:e9:37,10.0.0.91,10.0.0.12,2,3293,2,7,74,379355,1,1476
6,7,4294967291,00:00:00:a7:4f:71,00:00:00:6f:4c:4e,ff:ff:ff:ff:ff:ff,00:00:00:3e:b8:bd,10.0.0.79,10.0.0.12,2,3294,0,1,74,117493,1,723
2,7,4294967291,00:00:00:bd:f2:94,00:00:00:ce:9f:97,ff:ff:ff:ff:ff:ff,00:00:00:f1:88:00,10.0.0.21,10.0.0.12,2,3295,0,7,20,266357,1,1356
4,1,4294967291,00:00:00:71:9b:9b,00:00:00:75:0e:c1,ff:ff:ff:ff:ff:ff,00:00:00:e2:2b:e7,10.0.0.136,10.0.0.12,2,3296,2,2,46,230261,1,1339
1,5,4294967291,00:00:00:c3:e4:7b,00:00:00:ae:00:d7,ff:ff:ff:ff:ff:ff,00:00:00:c2:6a:95,10.0.0.238,10.0.0.12,2,3297,1,4,50,262835,1,1210
2,4,4294967291,00:00:00:7d:57:12,00:00:00:53:8e:4b,ff:ff:ff:ff:ff:ff,00:00:00:d1:ba:9f,10.0.0.21,10.0.0.12,2,3298,2,9,25,221969,1,978
8,6,4294967291,00:00:00:c8:4d:dc,00:00:00:84:b1:06,ff:ff:ff:ff:ff:ff,00:00:00:dc:29:3a,10.0.0.114,10.0.0.12,1,3299,0,0,61,370782,1,740
