switch,inport,outport,src[eth],src_mac_addr(arp),dst[eth],dst_mac_addr(arp),src[arp],dst[arp],opcode,packet_in_count,Protocol,Pkt loss,rtt (avg),total_time,label,pkt_size
8,2,4294967291,00:d5:85:e2:17:0d,00:81:50:6e:0e:47,ff:ff:ff:ff:ff:ff,00:89:ac:69:93:ab,10.0.0.111,10.0.0.68,1,1142,2,10,12,140301,1,1083
9,8,4294967291,00:eb:66:36:57:1c,00:d4:d0:a7:47:23,ff:ff:ff:ff:ff:ff,00:0e:b0:aa:09:f1,10.0.0.21,10.0.0.207,1,1503,2,4,62,250899,1,1073
5,6,4294967291,00:0f:54:6e:fc:cc,00:a4:48:2b:82:29,ff:ff:ff:ff:ff:ff,00:e7:91:81:7d:c0,10.0.0.90,10.0.0.250,1,1109,2,3,59,295020,1,1019
9,9,4294967291,00:29:95:b8:c1:62,00:2d:4f:be:87:35,ff:ff:ff:ff:ff:ff,00:a2:1d:95:01:00,10.0.0.131,10.0.0.153,1,1087,2,6,98,232420,1,1198
2,9,4294967291,00:41:c4:d5:e7:d7,00:77:24:5e:25:3f,ff:ff:ff:ff:ff:ff,00:a4:da:47:84:f8,10.0.0.187,10.0.0.39,1,1159,0,2,55,222737,1,646
2,9,4294967291,00:13:a9:18:53:43,00:29:17:1f:99:2a,ff:ff:ff:ff:ff:ff,00:78:86:d9:31:13,10.0.0.97,10.0.0.47,1,1330,1,6,68,120483,1,748
1,3,4294967291,00:72:1f:0b:bc:5b,00:3c:2d:95:7f:21,ff:ff:ff:ff:ff:ff,00:49:3a:f5:92:9f,10.0.0.10,10.0.0.60,2,1590,2,3,60,118423,1,1433
6,2,4294967291,00:03:a1:cb:61:d9,00:12:86:da:65:41,ff:ff:ff:ff:ff:ff,00:02:c1:cd:75:1e,10.0.0.89,10.0.0.94,2,1438,0,7,69,294055,1,1148
8,9,4294967291,00:46:21:56:b5:18,00:9d:ea:70:51:79,ff:ff:ff:ff:ff:ff,00:0e:c4:64:57:05,10.0.0.44,10.0.0.87,1,1055,1,3,41,293535,1,1416
1,3,4294967291,00:bc:9e:c6:79:11,00:12:1e:8b:1a:c3,ff:ff:ff:ff:ff:ff,00:dd:4c:38:b4:25,10.0.0.245,10.0.0.156,2,1091,0,4,82,106900,1,766
4,9,4294967291,00:32:49:08:9f:33,00:be:47:dd:39:24,ff:ff:ff:ff:ff:ff,00:38:86:2c:1f:3f,10.0.0.242,10.0.0.186,2,1029,0,4,20,117783,1,1116
10,4,4294967291,00:b6:43:6c:23:05,00:24:10:43:0e:c9,ff:ff:ff:ff:ff:ff,00:59:17:b3:e5:4a,10.0.0.66,10.0.0.84,2,1482,0,0,27,285348,1,1343
2,2,4294967291,00:d3:bb:4b:3d:75,00:43:3d:c2:86:58,ff:ff:ff:ff:ff:ff,00:99:d7:0e:c3:a5,10.0.0.251,10.0.0.126,1,1444,2,5,87,153936,1,1177
2,7,4294967291,00:88:8d:b7:b7:d2,00:2f:77:3e:3e:a9,ff:ff:ff:ff:ff:ff,00:84:55:ba:3f:d5,10.0.0.198,10.0.0.47,1,1955,2,5,58,131277,1,1090
1,10,4294967291,00:3b:48:b9:14:0c,00:de:63:ef:5c:ab,ff:ff:ff:ff:ff:ff,00:04:8f:d1:63:23,10.0.0.215,10.0.0.85,2,1688,1,0,31,213817,1,1377
5,9,4294967291,00:7d:b8:a3:d2:f3,00:ee:b7:15:09:26,ff:ff:ff:ff:ff:ff,00:fb:10:5c:66:62,10.0.0.30,10.0.0.62,2,1030,0,6,50,104659,1,824
8,9,4294967291,00:1d:34:af:e2:e4,00:50:10:40:13:be,ff:ff:ff:ff:ff:ff,00:dd:2e:30:19:80,10.0.0.109,10.0.0.221,2,1746,1,2,8,108495,1,815
5,8,4294967291,00:36:ae:76:a1:b8,00:fe:58:61:4c:a2,ff:ff:ff:ff:ff:ff,00:c3:4e:e8:2a:13,10.0.0.42,10.0.0.189,1,1506,1,8,57,163855,1,908
4,3,4294967291,00:5d:40:38:c1:76,00:a1:3f:6d:07:cf,ff:ff:ff:ff:ff:ff,00:67:01:55:d1:6f,10.0.0.243,10.0.0.90,2,1832,2,4,12,269995,1,587
9,7,4294967291,00:9e:a2:01:ad:a6,00:3c:3d:4b:4d:19,ff:ff:ff:ff:ff:ff,00:81:07:e2:31:67,10.0.0.150,10.0.0.164,1,1616,1,6,39,215906,1,1210
4,6,4294967291,00:c8:96:cc:80:cb,00:21:1f:89:b5:08,ff:ff:ff:ff:ff:ff,00:58:82:9c:16:22,10.0.0.53,10.0.0.248,2,1043,1,9,35,296985,1,666
4,5,4294967291,00:39:a3:4e:e0:9b,00:68:a9:2b:82:d9,ff:ff:ff:ff:ff:ff,00:e9:7b:96:2d:49,10.0.0.113,10.0.0.251,2,1896,2,4,43,299032,1,757
9,8,4294967291,00:f5:22:2d:eb:e1,00:f0:16:4a:26:f5,ff:ff:ff:ff:ff:ff,00:aa:e2:9e:2c:f4,10.0.0.11,10.0.0.178,2,1300,1,2,35,222119,1,961
9,8,4294967291,00:a0:89:b0:23:a2,00:aa:c4:33:98:e8,ff:ff:ff:ff:ff:ff,00:86:18:2a:69:9b,10.0.0.227,10.0.0.104,2,1655,1,2,90,203038,1,842
10,3,4294967291,00:da:4d:33:16:03,00:c1:89:71:69:d5,ff:ff:ff:ff:ff:ff,00:5b:bb:7e:27:0c,10.0.0.45,10.0.0.135,1,1572,1,0,76,111035,1,884
2,1,4294967291,00:06:d8:29:41:ef,00:98:1c:c6:a6:c0,ff:ff:ff:ff:ff:ff,00:ce:b5:eb:87:52,10.0.0.201,10.0.0.200,1,1965,1,8,10,209995,1,528
6,7,4294967291,00:51:44:8f:93:d2,00:e6:a7:fb:b7:b0,ff:ff:ff:ff:ff:ff,00:ae:15:d3:65:99,10.0.0.53,10.0.0.37,2,1947,0,0,6,176748,1,684
4,5,4294967291,00:0e:21:1d:30:e3,00:37:ef:c2:00:1d,ff:ff:ff:ff:ff:ff,00:7f:30:d0:f4:85,10.0.0.72,10.0.0.228,1,1844,1,1,28,183815,1,596
6,10,4294967291,00:3b:76:91:43:2c,00:4a:35:89:e6:6b,ff:ff:ff:ff:ff:ff,00:d6:6a:26:b9:74,10.0.0.61,10.0.0.28,1,1136,1,1,87,108170,1,664
4,2,4294967291,00:29:3a:44:81:24,00:7e:f9:ff:72:48,ff:ff:ff:ff:ff:ff,00:96:c1:b7:3e:07,10.0.0.149,10.0.0.4,1,1965,2,6,14,207921,1,758
8,3,4294967291,00:02:f4:4f:ff:84,00:73:93:bc:cf:84,ff:ff:ff:ff:ff:ff,00:00:34:bb:98:7f,10.0.0.117,10.0.0.43,1,1204,1,10,42,294840,1,1126
3,5,4294967291,00:98:e5:c3:b6:39,00:cc:59:03:64:16,ff:ff:ff:ff:ff:ff,00:76:35:3f:34:6b,10.0.0.59,10.0.0.85,2,1976,1,3,3,101937,1,1393
5,6,4294967291,00:1e:f5:da:18:4a,00:ef:d2:5f:f4:95,ff:ff:ff:ff:ff:ff,00:21:c1:c9:b9:58,10.0.0.8,10.0.0.191,2,1016,0,6,62,265628,1,934
2,7,4294967291,00:5a:26:3a:28:09,00:9f:7e:6e:f5:72,ff:ff:ff:ff:ff:ff,00:3c:bf:9c:5d:ea,10.0.0.177,10.0.0.78,1,1298,0,10,36,276214,1,1141
1,3,4294967291,00:82:63:0e:05:65,00:32:7c:d3:90:6c,ff:ff:ff:ff:ff:ff,00:81:a7:eb:f3:1e,10.0.0.236,10.0.0.150,2,1232,0,7,82,214295,1,726
2,10,4294967291,00:7d:d6:e9:7c:a4,00:57:f8:e0:06:b3,ff:ff:ff:ff:ff:ff,00:2d:f7:30:4a:d5,10.0.0.196,10.0.0.129,1,1902,0,2,33,133429,1,1207
2,8,4294967291,00:95:d9:91:15:3e,00:4a:63:ad:21:14,ff:ff:ff:ff:ff:ff,00:17:c2:44:09:c5,10.0.0.109,10.0.0.190,2,1487,2,8,15,203443,1,1406
6,5,4294967291,00:28:c5:e9:9b:0b,00:af:e4:39:3f:1e,ff:ff:ff:ff:ff:ff,00:d1:af:2a:22:4d,10.0.0.193,10.0.0.124,2,1472,0,7,80,187864,1,554
6,2,4294967291,00:f5:ca:3a:db:df,00:b0:2b:22:3d:3a,ff:ff:ff:ff:ff:ff,00:14:25:16:cc:8a,10.0.0.86,10.0.0.155,1,1464,1,3,98,203181,1,1096
8,3,4294967291,00:8c:c7:5c:e6:0e,00:11:02:e6:a3:83,ff:ff:ff:ff:ff:ff,00:ff:c2:1a:ad:3f,10.0.0.109,10.0.0.12,1,1354,2,1,9,103988,1,915
5,7,4294967291,00:eb:4b:dc:a3:4f,00:93:fe:8f:95:88,ff:ff:ff:ff:ff:ff,00:a6:2f:5e:46:ce,10.0.0.148,10.0.0.154,1,1889,2,0,31,123928,1,1246
10,2,4294967291,00:bb:11:e3:27:55,00:2c:00:89:3e:36,ff:ff:ff:ff:ff:ff,00:42:48:fd:01:c3,10.0.0.142,10.0.0.127,2,1380,1,3,38,171105,1,637
1,6,4294967291,00:03:99:a8:3e:46,00:ab:0a:ec:c1:03,ff:ff:ff:ff:ff:ff,00:1c:2f:7d:df:2d,10.0.0.17,10.0.0.62,2,1892,0,10,26,111461,1,1331
5,4,4294967291,00:85:5d:59:58:81,00:d4:22:86:42:b1,ff:ff:ff:ff:ff:ff,00:7a:bc:3c:11:7c,10.0.0.164,10.0.0.179,1,1153,1,3,55,296393,1,1117
10,7,4294967291,00:79:63:40:34:88,00:f7:78:87:14:90,ff:ff:ff:ff:ff:ff,00:12:5a:fb:bf:3a,10.0.0.178,10.0.0.4,2,1128,0,3,35,258864,1,770
1,3,4294967291,00:53:16:d3:e2:97,00:48:95:14:ef:c4,ff:ff:ff:ff:ff:ff,00:ad:ed:ba:88:19,10.0.0.180,10.0.0.83,1,1169,0,1,57,233211,1,515
6,8,4294967291,00:d8:61:82:39:61,00:ae:7a:70:16:4b,ff:ff:ff:ff:ff:ff,00:00:fa:88:14:1f,10.0.0.175,10.0.0.50,2,1224,2,0,41,224591,1,990
4,6,4294967291,00:75:b8:7a:0f:46,00:14:a3:ea:6c:ad,ff:ff:ff:ff:ff:ff,00:7c:43:06:eb:d9,10.0.0.25,10.0.0.38,1,1500,1,5,85,252256,1,807
5,7,4294967291,00:73:8f:d1:dc:98,00:ea:4d:f8:2e:b1,ff:ff:ff:ff:ff:ff,00:d9:10:cc:80:ba,10.0.0.155,10.0.0.70,1,1680,2,2,82,130869,1,1356
1,1,4294967291,00:84:eb:36:e8:45,00:87:a0:74:0f:a3,ff:ff:ff:ff:ff:ff,00:1f:83:64:b9:e7,10.0.0.43,10.0.0.219,2,1993,2,4,94,292496,1,612
6,4,4294967291,00:ae:a9:a0:11:c2,00:bd:80:40:16:76,ff:ff:ff:ff:ff:ff,00:06:79:b8:fe:f6,10.0.0.10,10.0.0.59,1,1475,0,8,99,140579,1,1495
2,7,4294967291,00:95:68:c4:a5:ea,00:3b:f5:cd:e5:34,ff:ff:ff:ff:ff:ff,00:86:c6:ae:e4:84,10.0.0.99,10.0.0.146,1,1387,2,3,62,106603,1,626
4,9,4294967291,00:77:29:6c:72:11,00:41:37:cb:ca:6d,ff:ff:ff:ff:ff:ff,00:33:23:3b:e4:87,10.0.0.232,10.0.0.83,1,1486,2,7,99,135156,1,572
3,7,4294967291,00:03:ab:a4:86:32,00:b8:93:78:14:0b,ff:ff:ff:ff:ff:ff,00:0e:36:68:7a:31,10.0.0.125,10.0.0.138,1,1030,0,1,11,203926,1,691
9,7,4294967291,00:59:0f:40:ad:e4,00:d7:11:74:6e:77,ff:ff:ff:ff:ff:ff,00:04:aa:c4:8b:92,10.0.0.194,10.0.0.71,2,1911,1,4,4,265454,1,1007
2,5,4294967291,00:ed:c2:fe:b2:6e,00:bf:bf:e1:53:72,ff:ff:ff:ff:ff:ff,00:56:90:96:ba:3d,10.0.0.229,10.0.0.171,2,1149,2,10,37,148652,1,1269
8,6,4294967291,00:f1:31:da:a1:a8,00:cf:2d:8a:b7:16,ff:ff:ff:ff:ff:ff,00:14:d0:ad:b8:18,10.0.0.40,10.0.0.219,2,1451,1,3,79,230419,1,873
6,1,4294967291,00:70:ec:00:f0:50,00:d3:8d:6f:ee:e6,ff:ff:ff:ff:ff:ff,00:53:f6:17:ea:88,10.0.0.240,10.0.0.111,2,1398,2,4,44,161721,1,503
6,4,4294967291,00:8f:ac:66:a4:40,00:73:e2:8e:12:dc,ff:ff:ff:ff:ff:ff,00:6e:6c:61:38:c6,10.0.0.39,10.0.0.182,1,1365,2,4,95,226230,1,703
5,3,4294967291,00:f8:61:07:05:97,00:e1:06:83:f1:30,ff:ff:ff:ff:ff:ff,00:14:f9:c5:a4:61,10.0.0.220,10.0.0.120,2,1606,1,8,53,144315,1,1304
8,2,4294967291,00:0a:34:72:16:1b,00:b9:de:f6:f8:38,ff:ff:ff:ff:ff:ff,00:98:5f:02:2f:da,10.0.0.64,10.0.0.183,1,1427,0,1,37,165241,1,837
5,2,4294967291,00:87:84:f2:7a:08,00:f3:af:5b:1b:68,ff:ff:ff:ff:ff:ff,00:7c:72:f7:3e:9b,10.0.0.63,10.0.0.68,2,1545,0,10,16,187010,1,830
5,9,4294967291,00:3e:77:1e:90:9a,00:9f:e8:0b:0b:97,ff:ff:ff:ff:ff:ff,00:3e:a1:21:c3:36,10.0.0.234,10.0.0.52,2,1480,1,5,59,133973,1,1374
10,1,4294967291,00:e9:c7:02:a0:fc,00:fb:29:19:81:e1,ff:ff:ff:ff:ff:ff,00:30:a4:bb:e7:c4,10.0.0.124,10.0.0.132,1,1637,2,3,10,202032,1,554
2,6,4294967291,00:91:06:83:95:1c,00:23:f4:78:fb:de,ff:ff:ff:ff:ff:ff,00:18:01:d0:93:20,10.0.0.100,10.0.0.2,2,1400,2,6,21,162452,1,1473
4,10,4294967291,00:28:c6:d6:8e:8b,00:0e:80:f9:05:41,ff:ff:ff:ff:ff:ff,00:29:73:2f:cf:13,10.0.0.58,10.0.0.40,1,1610,2,3,44,279915,1,870
5,1,4294967291,00:34:ef:05:50:17,00:c7:dc:67:70:1f,ff:ff:ff:ff:ff:ff,00:99:03:95:c3:94,10.0.0.204,10.0.0.126,2,1923,1,8,53,211563,1,956
8,6,4294967291,00:6d:bb:8e:18:e8,00:04:3c:a8:72:f1,ff:ff:ff:ff:ff:ff,00:93:bd:ed:2d:8a,10.0.0.253,10.0.0.115,2,1982,2,0,70,269700,1,892
9,2,4294967291,00:02:6f:a9:77:f1,00:b9:06:59:2a:99,ff:ff:ff:ff:ff:ff,00:eb:8b:5e:a9:48,10.0.0.160,10.0.0.167,1,1002,1,7,67,240855,1,1371
9,4,4294967291,00:fd:4c:f9:e7:0c,00:66:22:b6:69:b6,ff:ff:ff:ff:ff:ff,00:b4:51:c3:58:09,10.0.0.156,10.0.0.99,1,1463,0,6,36,195663,1,870
4,9,4294967291,00:31:8d:74:17:eb,00:ea:86:35:06:10,ff:ff:ff:ff:ff:ff,00:94:9e:66:8e:7d,10.0.0.133,10.0.0.6,2,1632,0,0,46,234548,1,662
4,7,4294967291,00:96:fb:c2:c8:6a,00:ab:cc:bd:b6:6b,ff:ff:ff:ff:ff:ff,00:39:dd:0d:60:80,10.0.0.179,10.0.0.198,2,1943,0,4,80,276990,1,979
9,3,4294967291,00:1d:e1:34:37:7a,00:c3:c2:ca:00:92,ff:ff:ff:ff:ff:ff,00:a7:6a:ea:b8:77,10.0.0.170,10.0.0.96,1,1742,2,4,15,251201,1,938
5,6,4294967291,00:81:bd:4a:5b:27,00:5d:eb:87:e7:65,ff:ff:ff:ff:ff:ff,00:35:0e:5f:0f:ac,10.0.0.97,10.0.0.183,2,1841,2,7,48,176913,1,995
5,2,4294967291,00:ed:4c:c7:8c:52,00:02:61:0c:90:8b,ff:ff:ff:ff:ff:ff,00:77:68:ea:df:ef,10.0.0.186,10.0.0.6,2,1756,2,5,58,104384,1,600
8,7,4294967291,00:71:64:0f:87:a5,00:4b:80:c1:28:3b,ff:ff:ff:ff:ff:ff,00:3f:a1:aa:55:9e,10.0.0.178,10.0.0.193,1,1380,2,5,9,147715,1,845
10,3,4294967291,00:a0:b4:13:0f:5e,00:a7:18:35:87:bd,ff:ff:ff:ff:ff:ff,00:b5:18:5e:ec:9c,10.0.0.116,10.0.0.180,1,1289,1,6,13,114096,1,1357
10,4,4294967291,00:6e:c1:b0:cc:78,00:39:62:98:5a:06,ff:ff:ff:ff:ff:ff,00:2e:cb:d1:2d:ef,10.0.0.236,10.0.0.24,2,1805,0,2,87,231107,1,1046
3,10,4294967291,00:2d:93:0d:dd:06,00:47:d2:aa:22:05,ff:ff:ff:ff:ff:ff,00:ac:cc:3b:58:e2,10.0.0.32,10.0.0.88,2,1309,0,3,95,232463,1,1247
1,7,4294967291,00:e6:12:41:f8:8e,00:56:bb:87:a9:53,ff:ff:ff:ff:ff:ff,00:99:30:4e:ff:df,10.0.0.34,10.0.0.32,2,1741,1,4,14,273185,1,1277
3,4,4294967291,00:73:8b:a8:ac:8e,00:f2:49:cf:c8:32,ff:ff:ff:ff:ff:ff,00:33:f9:cd:7c:b6,10.0.0.99,10.0.0.210,2,1936,2,0,45,121701,1,841
2,1,4294967291,00:f6:a4:51:23:28,00:f8:ca:a5:18:6a,ff:ff:ff:ff:ff:ff,00:27:5f:02:19:8d,10.0.0.79,10.0.0.225,2,1728,1,2,94,107074,1,987
5,7,4294967291,00:57:e8:2a:c4:6b,00:5f:61:ce:d9:da,ff:ff:ff:ff:ff:ff,00:d1:27:36:98:e1,10.0.0.113,10.0.0.125,2,1058,2,3,36,158216,1,1268
6,7,4294967291,00:38:00:e0:42:cf,00:c8:3f:a1:c2:d9,ff:ff:ff:ff:ff:ff,00:e8:6f:e6:59:db,10.0.0.196,10.0.0.187,2,1236,0,5,33,231463,1,1268
3,9,4294967291,00:9a:4d:16:9d:9c,00:37:7f:ff:26:c6,ff:ff:ff:ff:ff:ff,00:88:3a:a0:11:ed,10.0.0.111,10.0.0.25,2,1003,0,10,5,277641,1,1263
7,10,4294967291,00:17:ba:10:cb:bc,00:ee:67:b2:b5:4c,ff:ff:ff:ff:ff:ff,00:1d:b7:29:da:15,10.0.0.199,10.0.0.137,2,1431,1,1,67,220272,1,1472
7,10,4294967291,00:8c:c1:1b:51:c1,00:eb:6e:6f:84:c0,ff:ff:ff:ff:ff:ff,00:57:84:27:d1:5a,10.0.0.23,10.0.0.158,2,1659,1,10,88,293652,1,1352
8,8,4294967291,00:32:eb:c5:1b:70,00:66:6f:ac:82:d8,ff:ff:ff:ff:ff:ff,00:be:88:a3:98:61,10.0.0.85,10.0.0.11,1,1272,2,2,5,102049,1,1440
2,5,4294967291,00:d5:20:67:a4:b6,00:f4:19:79:1f:c2,ff:ff:ff:ff:ff:ff,00:b9:c9:58:89:fb,10.0.0.159,10.0.0.38,2,1863,1,2,38,114073,1,1418
2,3,4294967291,00:81:34:c6:3e:7d,00:60:a6:81:36:c3,ff:ff:ff:ff:ff:ff,00:63:2c:ce:97:e6,10.0.0.153,10.0.0.65,2,1712,0,2,50,251440,1,605
7,1,4294967291,00:2b:b2:35:c3:06,00:f8:0c:a8:0a:4e,ff:ff:ff:ff:ff:ff,00:90:84:2b:ff:c3,10.0.0.163,10.0.0.162,1,1886,2,3,38,126720,1,933
10,2,4294967291,00:2f:3e:9a:a9:e5,00:8e:fb:41:07:51,ff:ff:ff:ff:ff:ff,00:6b:d4:d4:da:f1,10.0.0.191,10.0.0.15,1,1350,2,9,14,111155,1,613
1,5,4294967291,00:7e:30:0e:eb:12,00:9e:65:ea:bb:79,ff:ff:ff:ff:ff:ff,00:3e:82:4a:d7:64,10.0.0.141,10.0.0.152,2,1911,0,0,37,225343,1,1045
10,2,4294967291,00:4f:24:da:60:ad,00:72:84:c0:7d:8f,ff:ff:ff:ff:ff:ff,00:b2:6b:61:9f:e8,10.0.0.212,10.0.0.106,1,1412,0,10,99,131705,1,525
10,9,4294967291,00:58:ed:77:25:91,00:3b:28:5b:34:22,ff:ff:ff:ff:ff:ff,00:96:01:50:79:d0,10.0.0.40,10.0.0.171,2,1893,0,10,79,175801,1,763
8,4,4294967291,00:c6:ba:90:00:d9,00:f0:c3:34:59:1d,ff:ff:ff:ff:ff:ff,00:48:1f:40:c5:84,10.0.0.234,10.0.0.184,1,1635,1,1,23,106962,1,1361
7,4,4294967291,00:d6:8d:1a:c5:08,00:b3:80:38:09:b0,ff:ff:ff:ff:ff:ff,00:68:1b:8d:b5:f1,10.0.0.93,10.0.0.32,2,1942,0,0,11,202916,1,1050
6,7,4294967291,00:53:a9:19:97:48,00:3c:1d:0e:96:6d,ff:ff:ff:ff:ff:ff,00:1b:02:d3:1c:5a,10.0.0.105,10.0.0.147,1,1031,1,10,100,209067,1,1129
8,4,4294967291,00:b7:ad:98:dd:fa,00:d9:f7:d4:8b:b3,ff:ff:ff:ff:ff:ff,00:1c:48:20:ff:1a,10.0.0.235,10.0.0.191,2,1287,2,0,66,294662,1,1490
1,6,4294967291,00:20:e4:9e:22:0a,00:a1:52:fb:a8:dd,ff:ff:ff:ff:ff:ff,00:52:86:2b:b2:9d,10.0.0.187,10.0.0.50,2,1119,1,8,54,204660,1,1282
10,2,4294967291,00:77:01:9f:e7:4c,00:99:f4:72:d9:1d,ff:ff:ff:ff:ff:ff,00:bd:e8:f1:f1:06,10.0.0.99,10.0.0.41,1,1720,0,7,64,104627,1,903
8,6,4294967291,00:c6:ee:21:50:65,00:b1:a4:f9:39:ae,ff:ff:ff:ff:ff:ff,00:81:54:c0:1d:ab,10.0.0.168,10.0.0.102,1,1730,2,6,95,263069,1,604
6,5,4294967291,00:75:b6:d4:98:7b,00:0c:dd:38:6e:19,ff:ff:ff:ff:ff:ff,00:8f:e0:e0:5d:6c,10.0.0.109,10.0.0.179,1,1565,0,10,42,117610,1,629
5,9,4294967291,00:89:4d:fc:9d:dc,00:6d:7a:ed:c8:8a,ff:ff:ff:ff:ff:ff,00:ef:5f:f8:27:30,10.0.0.191,10.0.0.128,2,1772,1,2,84,130404,1,1024
7,10,4294967291,00:45:4b:8e:11:39,00:f3:0a:67:4d:98,ff:ff:ff:ff:ff:ff,00:64:f2:6e:d6:e2,10.0.0.196,10.0.0.5,1,1619,2,1,98,278791,1,1336
10,9,4294967291,00:6f:4d:b5:72:28,00:8d:a2:7b:dc:11,ff:ff:ff:ff:ff:ff,00:f5:25:62:43:a6,10.0.0.240,10.0.0.209,2,1506,2,3,95,294513,1,778
8,4,4294967291,00:d9:c5:6b:99:24,00:51:8f:39:7c:5e,ff:ff:ff:ff:ff:ff,00:98:21:b9:14:d6,10.0.0.45,10.0.0.153,2,1591,2,3,99,136697,1,971
9,5,4294967291,00:82:f9:6d:1b:c7,00:7e:e3:54:e2:56,ff:ff:ff:ff:ff:ff,00:86:5e:80:4a:68,10.0.0.209,10.0.0.205,1,1356,1,7,35,255819,1,1375
6,7,4294967291,00:4c:e2:23:ef:d4,00:7c:5c:41:96:bb,ff:ff:ff:ff:ff:ff,00:57:8f:18:b8:c4,10.0.0.127,10.0.0.5,1,1386,2,6,14,196493,1,916
2,1,4294967291,00:fd:43:89:82:7f,00:8a:8d:33:60:9e,ff:ff:ff:ff:ff:ff,00:f4:1e:f2:42:85,10.0.0.252,10.0.0.71,2,1702,2,0,91,272874,1,516
9,5,4294967291,00:12:cb:bb:60:0d,00:4a:71:49:5e:47,ff:ff:ff:ff:ff:ff,00:4c:2d:91:07:86,10.0.0.112,10.0.0.90,1,1764,2,7,46,211611,1,1348
10,8,4294967291,00:86:cf:af:02:a8,00:60:64:fe:bc:a7,ff:ff:ff:ff:ff:ff,00:39:2a:d6:76:0e,10.0.0.187,10.0.0.251,2,1625,0,5,30,156164,1,1488
9,1,4294967291,00:bf:e4:cb:b2:de,00:ff:d1:44:48:8e,ff:ff:ff:ff:ff:ff,00:b8:e9:c6:3e:c6,10.0.0.114,10.0.0.198,2,1975,1,0,49,280126,1,520
4,4,4294967291,00:42:eb:d4:20:2b,00:07:f4:7e:28:85,ff:ff:ff:ff:ff:ff,00:e3:82:3a:2c:d1,10.0.0.184,10.0.0.33,1,1282,2,5,81,264500,1,567
4,4,4294967291,00:7c:cf:1e:39:d6,00:d0:66:ca:72:34,ff:ff:ff:ff:ff:ff,00:73:52:11:49:6e,10.0.0.37,10.0.0.194,1,1843,0,1,2,110789,1,922
2,3,4294967291,00:82:17:0d:55:ca,00:6b:cf:e8:90:8c,ff:ff:ff:ff:ff:ff,00:d8:cd:2c:22:5d,10.0.0.37,10.0.0.128,1,1231,0,4,78,237266,1,1329
10,9,4294967291,00:94:79:19:eb:e3,00:db:1e:3a:95:6d,ff:ff:ff:ff:ff:ff,00:a8:ff:fa:ca:73,10.0.0.92,10.0.0.210,1,1903,0,7,83,258479,1,1056
5,6,4294967291,00:37:70:62:e8:e3,00:a3:70:fa:35:c7,ff:ff:ff:ff:ff:ff,00:ee:c6:95:47:fa,10.0.0.208,10.0.0.192,2,1338,1,0,42,272970,1,867
1,9,4294967291,00:12:4a:3c:a8:fe,00:72:25:9b:a4:8d,ff:ff:ff:ff:ff:ff,00:5a:22:38:5c:fd,10.0.0.130,10.0.0.38,2,1901,1,2,48,282428,1,718
3,3,4294967291,00:55:b0:f1:90:58,00:67:d6:68:29:1c,ff:ff:ff:ff:ff:ff,00:56:dc:61:e9:1e,10.0.0.221,10.0.0.29,2,1245,1,4,78,242852,1,651
2,4,4294967291,00:1b:e8:11:64:8d,00:e8:85:62:23:60,ff:ff:ff:ff:ff:ff,00:f6:53:df:d3:62,10.0.0.90,10.0.0.201,1,1167,0,10,80,146883,1,1330
8,1,4294967291,00:e6:f2:e7:7d:81,00:1e:6e:ea:7d:cf,ff:ff:ff:ff:ff:ff,00:04:4c:cf:53:8c,10.0.0.24,10.0.0.185,2,1843,1,2,8,136968,1,1310
5,3,4294967291,00:69:2c:37:87:5e,00:f4:48:4b:53:8d,ff:ff:ff:ff:ff:ff,00:ce:58:be:6c:e1,10.0.0.91,10.0.0.204,2,1958,0,7,84,218291,1,670
4,2,4294967291,00:16:12:c2:b3:be,00:86:cf:4d:1c:6b,ff:ff:ff:ff:ff:ff,00:da:ff:5c:fa:2a,10.0.0.98,10.0.0.135,1,1695,1,6,17,214857,1,1487
8,3,4294967291,00:00:ce:89:59:6a,00:67:aa:d1:33:9c,ff:ff:ff:ff:ff:ff,00:68:26:4d:89:70,10.0.0.21,10.0.0.103,1,1427,2,7,97,287183,1,1002
3,8,4294967291,00:78:ea:fe:a7:b1,00:a9:f6:6b:0a:d0,ff:ff:ff:ff:ff:ff,00:83:b0:39:bb:56,10.0.0.73,10.0.0.226,1,1182,1,5,56,188666,1,1185
10,5,4294967291,00:0c:4c:d3:9e:30,00:e3:46:ad:c1:be,ff:ff:ff:ff:ff:ff,00:3f:de:f5:30:69,10.0.0.114,10.0.0.209,1,1172,1,9,92,138368,1,853
3,3,4294967291,00:5f:f4:a2:04:c6,00:cd:79:df:a8:4d,ff:ff:ff:ff:ff:ff,00:f2:48:6d:d9:55,10.0.0.117,10.0.0.224,1,1375,2,8,42,165696,1,707
5,6,4294967291,00:74:a5:42:01:72,00:95:01:86:ad:55,ff:ff:ff:ff:ff:ff,00:bf:a9:51:f7:29,10.0.0.98,10.0.0.68,1,1762,1,7,66,176121,1,719
5,2,4294967291,00:7e:e2:39:f1:b6,00:97:c9:73:9d:0f,ff:ff:ff:ff:ff:ff,00:4b:51:42:e7:76,10.0.0.196,10.0.0.133,2,1289,1,7,37,148364,1,1074
9,7,4294967291,00:98:f6:ad:52:02,00:5e:13:35:1a:da,ff:ff:ff:ff:ff:ff,00:04:dc:e1:e1:24,10.0.0.197,10.0.0.131,2,1681,2,5,23,112474,1,1315
